gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
1,1,0,1,1,1,0,33,12.056007046237982,1.0,6,4.699018439938508,4.786792947057812,0
0,1,0,0,1,6,1,28,19.83116327317348,6.0,2,4.4859344314293015,4.314892918806276,0
0,1,0,0,1,1,0,30,217.78664105008903,1.0,0,1.2135019626583017,1.0493871451868677,1
0,1,1,0,1,6,0,32,228.04239686398623,6.0,5,2.5407242057220776,2.677687367075664,0
1,0,1,0,1,12,1,31,204.55235273420865,12.0,2,1.3169953221433133,1.3907016207149208,0
0,1,1,0,1,6,0,32,55.77441782254436,5.0,6,0.8135614904122801,0.8746773672175823,0
0,1,0,0,1,1,0,27,335.6303985514,1.0,14,1.5107740411010897,1.6562588450835578,0
1,1,0,0,1,6,1,29,397.2733580201801,6.0,5,2.4534162551702794,2.5027792115717737,0
0,0,1,0,1,6,1,31,83.38504665665523,6.0,8,2.4394038959307784,2.322534011583156,0
0,1,1,1,1,1,1,32,345.1237217670508,1.0,3,2.596908488189815,2.653751465176128,0
0,1,0,0,1,6,1,29,7.728112614940784,6.0,2,3.1459634695465946,3.2251461814675606,0
0,1,1,1,1,12,0,24,89.5958730783227,12.0,4,0.7459558016659444,0.7945356663509349,0
0,1,0,1,1,1,0,29,158.9818636939597,1.0,2,1.775618070325337,0.7054100718276812,1
0,1,0,0,1,1,1,28,188.10770206662025,1.0,1,1.2859396372840657,0.6055698160883477,1
0,1,1,1,1,6,1,27,259.92553579305815,6.0,4,1.4439051925032134,1.460368990306515,0
1,1,1,1,1,12,0,31,193.2639415762181,11.0,7,3.1844887246972458,3.2482784436317003,0
1,1,1,1,1,6,0,32,160.3990954661268,6.0,6,3.0311522664470063,2.9972869152417863,0
1,1,1,1,1,6,1,30,296.98248103004687,5.0,2,3.1055200987695275,3.2034853077998964,0
1,1,1,1,1,6,1,35,102.60437485894474,5.0,3,3.499892734560293,3.4735201002897726,0
1,1,0,0,1,1,0,30,271.4860963537774,1.0,0,0.4565513256329548,0.0,1
1,0,0,0,0,1,0,30,89.09440024482761,1.0,4,1.5549169452308482,1.4651692360765771,0
1,0,1,0,0,1,1,26,118.23210903570038,1.0,2,2.3405182038972625,1.3362330050487825,1
1,1,1,1,1,12,0,29,205.985294394402,12.0,4,4.077632308126264,3.8968597400207288,0
0,1,1,0,1,1,1,23,17.082320645286465,1.0,1,2.5232152216135475,2.5036533549801283,0
1,1,0,0,1,1,1,27,33.34895705215342,1.0,0,1.8330549660516944,0.0063979878928257,1
0,1,0,0,1,1,0,31,192.32386288876413,1.0,0,1.9039035847669243,1.2858704774835434,1
0,1,0,0,1,1,1,31,147.6679623946565,1.0,3,3.115190750596935,3.07588602110671,0
1,1,0,0,1,1,1,29,237.17325497964688,1.0,1,2.427721049735414,1.5810796999913483,1
1,1,0,0,1,6,1,22,101.10754412192864,6.0,2,1.3778597107471455,0.3439152996098382,1
1,1,1,0,1,6,0,31,278.86798437981287,6.0,8,0.2991567064165284,0.1978885769069305,0
0,1,0,0,0,6,0,31,26.857082657979944,6.0,1,1.923031274766538,1.08669234301599,1
0,1,0,0,1,12,0,24,193.2228993439693,12.0,11,2.2356660012994425,2.1061203536590094,0
1,1,1,0,1,1,0,33,208.24959040053088,1.0,5,3.185853150731311,3.1276885789228976,0
0,1,1,1,1,1,0,29,156.82126129219395,1.0,3,1.0312187929205558,1.0065167528447432,0
0,1,0,0,0,1,1,24,85.76724843702486,1.0,0,0.7861322994298774,0.0,1
1,0,0,0,1,1,0,34,153.523992914519,1.0,4,1.792638871597583,1.8140205987130675,0
0,0,1,0,0,12,0,26,121.18150202969036,12.0,10,2.092475002370295,2.004799775026526,0
1,1,0,1,1,1,1,25,50.19541144228302,1.0,1,1.8114820869482573,0.9106553197926224,1
1,1,1,0,1,1,0,28,247.59890768086257,1.0,2,3.3458116241966183,3.362321061372063,0
0,1,1,0,1,12,1,28,134.52334104202828,9.0,6,2.4610513311491067,2.5036422571760686,0
1,0,0,0,1,1,0,29,72.35824341992172,1.0,0,0.3229381773273985,0.0,1
1,0,1,0,1,6,0,27,341.8389895686342,6.0,5,4.2395087592841465,4.375651098840076,0
0,1,1,1,1,12,1,31,326.5696819835918,12.0,5,1.5719276241856668,1.4900082873492149,0
0,1,1,0,1,1,0,28,72.72120644384663,1.0,6,3.076859209839192,3.052676908076664,0
1,1,1,0,1,12,1,32,49.75736833690525,8.0,3,2.951439483302811,2.963552369596953,0
0,1,0,0,1,1,0,30,175.8806056540907,1.0,3,0.6787978172084004,0.6002697188155882,0
1,1,0,0,1,6,1,34,121.35533494024828,6.0,6,2.8504764197310086,3.036212557515785,0
1,1,1,0,1,1,0,24,250.050054686681,1.0,1,1.9564379975269512,1.4836121846500547,1
1,0,1,0,1,1,0,24,127.14208323258816,1.0,0,2.289697311425879,1.7019655630417705,1
1,1,1,1,1,12,1,27,150.7021033522296,12.0,7,3.5012957939731537,3.3724308750945164,0
1,1,1,0,0,12,0,30,44.18266096267912,12.0,9,2.1565864346014405,2.0208826112859453,0
0,1,1,1,1,1,0,23,122.76556262715756,1.0,1,0.0,0.0,1
1,1,1,1,1,1,1,26,156.9330595507916,1.0,4,1.0199277868244792,0.9124065584154208,0
1,1,0,0,0,6,0,32,2.5891702718595506,6.0,5,2.267001630677382,2.5483595119046347,0
0,1,1,1,1,6,0,34,75.04623523493058,5.0,5,1.4324635058331654,1.5107794637226473,0
0,1,0,0,1,12,0,36,108.90944277802252,12.0,1,2.046309893657255,2.0797042598139592,0
0,1,0,0,1,1,1,25,137.02392226061514,1.0,6,2.249212003633437,2.189967452779776,0
0,1,1,1,1,6,1,28,242.15224265279164,6.0,4,2.7881180116245163,2.703736907256316,0
0,1,1,1,0,6,0,25,221.0165363585588,5.0,11,4.189935757338596,4.112302107310101,0
0,1,1,1,0,12,1,27,73.76776298570985,12.0,11,0.0562895443739186,0.1038012639405185,0
0,1,1,0,0,12,1,24,34.17904856266324,7.0,2,3.0281652266324617,3.0906783003707523,0
1,1,0,0,1,1,0,28,309.4325947999045,1.0,2,2.971051137271609,2.94488683090342,0
0,1,1,1,1,6,1,32,179.48690141417907,6.0,9,2.172296546454215,2.1665731038786853,0
0,1,1,1,1,6,0,30,302.1540280224865,4.0,1,2.5391062368903574,2.5657254097335698,0
0,1,1,0,1,12,0,32,184.5307531343028,11.0,3,2.336441008794836,2.162143799748113,0
1,1,1,0,1,6,0,32,256.5522985282072,6.0,4,1.0924840559289388,1.1052167823144228,0
0,1,1,0,1,1,1,37,223.87660572937145,1.0,1,2.355655948993151,2.4512231733631142,0
0,1,0,0,1,6,1,28,365.3788690145428,3.0,2,2.1083353142174297,2.1447338799657456,0
1,1,1,1,1,12,1,27,20.447039624125622,12.0,4,0.5935683508662943,0.7435936894772566,0
1,1,0,0,1,6,0,21,103.49669127175184,4.0,7,2.2110696821864178,2.0705312220868386,0
1,1,1,0,1,12,1,27,83.58216533095649,11.0,2,2.653366631301532,2.5082878277569503,0
1,1,1,1,1,1,0,28,328.66440235923017,1.0,1,1.8706338943369143,1.2237113996732218,1
0,1,1,0,1,6,1,33,40.37335229335008,6.0,8,1.460942166269109,1.3737401997506398,0
1,0,1,1,1,1,0,31,310.33136046965467,1.0,1,1.514975598328113,1.4387623421896292,0
1,1,1,0,1,12,0,25,92.04709091794916,12.0,2,0.264835190348238,0.3628632588014079,0
1,1,0,0,1,1,1,30,352.1114667800297,1.0,1,1.0977745665463556,1.2923345863658393,0
1,1,1,1,1,1,0,25,230.087841266948,1.0,5,2.384749025319435,2.4169031585287133,0
0,1,1,1,1,6,0,33,223.68510784190624,6.0,4,1.1551559836995366,1.2074647085167405,0
0,1,1,1,1,6,0,31,248.3569549742783,6.0,1,2.125058411766723,2.0514801989395166,1
1,1,0,0,1,6,1,33,40.008250217354494,6.0,2,1.3625099464012635,1.3358409511532778,0
1,1,0,0,1,1,0,33,286.2524317714632,1.0,2,1.653748583985185,1.770933327667298,0
0,0,0,0,1,1,0,29,59.20225945287297,1.0,1,2.0315369288933485,1.082313457928722,1
1,0,0,0,1,1,0,27,23.89637546986189,1.0,1,0.4985638331644669,1.3642215635131572,1
0,1,0,0,1,1,1,30,46.93438030462596,1.0,3,3.2946517016788253,3.2263371303889503,0
1,1,0,0,0,1,0,23,7.42637111461984,1.0,1,1.3712552069235409,1.2442643098013004,1
0,1,0,0,1,1,0,29,119.74851154471304,1.0,0,2.250292929157885,2.56673016734123,1
1,1,1,1,1,12,0,29,196.9238975023973,11.0,4,0.9702756896652472,1.0897250023024552,0
0,1,1,1,0,1,0,30,194.6691783286323,1.0,4,1.8930153973176576,1.9009430377531884,0
1,1,0,0,1,1,0,29,355.33730361574584,1.0,6,2.7641812848647698,2.6817386592108376,0
1,1,0,0,0,12,0,31,137.11579612674203,12.0,1,2.377820952346689,2.4376951333382184,0
1,1,0,0,0,1,0,33,32.556886044222864,1.0,15,2.580107042179027,2.764951972182003,0
0,0,0,0,1,1,0,23,7.0622286088252375,1.0,0,0.3509691211307613,0.0,1
1,1,0,0,1,1,0,29,220.1855200297689,1.0,3,0.7164604480819725,0.5781450760597541,0
0,1,0,0,1,6,1,30,41.64680053446854,5.0,2,1.9366673782395896,0.5581106102649069,1
0,1,1,1,1,12,0,29,10.071896219120957,12.0,6,1.9429455212131064,2.0301926045336787,0
0,0,1,1,1,1,0,32,179.41162001706192,1.0,13,1.4224077675859146,1.2620809691742854,0
0,1,0,0,1,1,1,28,87.85369161957806,1.0,1,2.5877175523541824,1.3325728207092888,1
0,1,0,0,1,1,1,30,147.60307940060216,1.0,4,2.0603537248403407,1.9320192438890629,0
0,1,1,1,1,12,0,30,260.12249843165125,12.0,2,1.9393032884954715,1.9968341014795976,0
0,1,0,0,1,6,0,26,8.649808932194361,6.0,16,0.1644185629869836,0.1204634919774526,0
1,1,1,0,1,1,0,20,168.74393427071962,1.0,1,0.6039786669107805,0.0,1
1,1,0,0,1,1,0,29,223.6423094711912,1.0,7,2.91721181494394,2.9383370854129174,0
1,1,0,0,1,1,1,33,0.5105450971712742,1.0,3,2.3289375274908584,2.442888242521108,0
1,1,0,0,1,1,0,31,128.91794496752766,1.0,10,1.2452836677972592,1.4004299708863042,0
0,0,1,0,1,1,0,28,182.8335865538585,1.0,3,1.0887888021305865,0.1431245785353502,1
1,1,0,0,0,12,0,29,237.6850904619768,12.0,2,0.6314767601918481,0.7461046681123169,0
1,1,1,1,1,12,1,29,298.5444053830612,12.0,7,2.7578195960188747,2.790359879006245,0
0,1,0,0,1,1,0,33,232.4031191229841,1.0,2,1.977567055836596,2.083380274853058,0
1,1,0,0,1,1,0,30,51.50590559598789,1.0,0,1.794575014018564,1.1370219629696914,1
1,1,1,0,1,1,1,22,132.17375574088027,1.0,1,0.9068350228231672,0.5221129821719297,1
0,1,0,1,0,12,1,29,148.15396249389312,11.0,2,1.5936486307484132,1.4306243317287026,0
1,1,1,0,1,12,1,31,104.65967974355024,10.0,4,0.8900949960456463,0.8709604767005522,0
0,1,1,1,1,1,0,30,224.17364615416068,1.0,9,1.7593603511151106,1.8139427402412056,0
0,0,1,0,1,1,0,33,170.0214594738767,1.0,2,0.980200228421543,0.99680124551006,0
0,1,1,1,1,1,1,26,152.95560685325694,1.0,0,0.8055370202915084,0.3482436543685475,1
1,1,1,1,1,12,1,31,167.10063665917255,12.0,5,3.1355122345798017,3.197255691915708,0
1,1,1,1,1,12,0,38,242.58524502451976,12.0,4,2.2884933206508635,2.41539771904735,0
0,1,0,0,1,6,0,26,310.62537024118944,6.0,1,0.1370193889505249,0.1270290787653854,0
1,1,1,1,1,12,0,26,100.8707269457018,11.0,1,1.7635210044381748,0.9722874406227502,1
0,0,0,0,0,1,0,26,6.333391056508546,1.0,0,0.9314176625099636,0.3792345793336392,1
1,1,1,1,1,1,1,30,94.79606251386365,1.0,1,1.106102314772085,0.3231801072985347,1
0,1,1,1,0,12,1,34,232.7044205182019,11.0,5,2.3786399465091725,2.637111487120662,0
1,1,0,0,1,1,0,29,90.75213271520416,1.0,7,2.7056327585686626,2.605286972628569,0
0,1,0,0,1,6,0,28,134.9747944059709,5.0,0,1.3243226041155314,1.3360120607850874,0
0,1,1,0,1,6,0,25,96.17340570398778,6.0,3,1.6741828363693971,1.1658042107565938,1
0,1,1,0,1,6,1,29,208.41746374923835,5.0,1,1.4003684955645803,1.2984264070191949,0
1,1,0,0,1,12,1,27,161.2922812884629,12.0,9,3.8374797473732247,3.9500118502852097,0
0,1,1,1,1,12,0,33,5.135184497156928,12.0,5,2.9452379650144063,3.008917866863644,0
1,1,0,1,1,1,1,29,21.339687705005915,1.0,2,1.8189706622749409,1.3836628923401482,1
1,0,1,0,1,1,0,25,19.493533340428048,1.0,0,0.3239577244199934,0.0,1
0,0,1,1,1,6,1,25,207.0797105977189,5.0,4,2.250576643849098,2.085150385145292,0
0,1,0,0,1,1,0,31,173.11764370772758,1.0,3,1.2994766794507775,1.305000270623128,0
1,1,0,0,1,1,1,28,246.2115526588095,1.0,1,0.822002981118028,0.0,1
0,1,1,0,1,1,0,25,111.95379416730324,1.0,1,2.1251584063375284,2.2726130821342374,1
1,0,1,0,1,1,1,28,50.09310515449668,1.0,0,1.4625105806526997,0.6996008249340102,1
1,1,1,1,1,12,0,31,48.27545976087409,11.0,6,1.894392479361603,1.901030183605696,0
1,1,0,0,1,12,1,29,209.1380241203951,12.0,11,2.67149705158676,2.890702031205496,0
1,1,1,1,0,6,1,32,255.6229777756164,6.0,11,3.0307242172135966,3.029313101038883,0
0,1,1,1,1,12,1,28,84.02868110958906,10.0,0,0.0,0.0,0
1,0,1,0,1,12,0,26,147.4466501599095,4.0,4,2.7243912695066945,2.624798677307054,0
1,1,1,0,1,6,1,28,25.22721716371293,4.0,10,1.903706146838536,1.7256752290183766,0
0,1,1,1,1,1,0,25,129.06745334444608,1.0,0,0.7098554363207715,0.4734374137336774,1
0,1,1,1,1,6,1,31,255.1175433309209,6.0,3,2.6875752930879453,2.6381828414609143,0
1,1,0,0,1,6,1,36,134.7506345149773,6.0,5,2.994210455366142,2.949120339459846,0
0,1,0,0,1,1,1,34,109.35466675767744,1.0,4,0.6521882787554376,0.5052708835188977,0
1,1,0,0,1,1,1,30,456.86100148390966,1.0,2,1.9372769321133143,2.011021461300229,0
0,0,1,0,1,6,1,28,156.69939152300017,6.0,2,0.3824615892726099,0.2608326563990797,0
0,1,1,1,1,1,0,26,247.32623642109803,1.0,1,1.940789324002788,1.6660799356221223,1
0,1,0,1,0,1,0,26,48.555601856628726,1.0,1,1.463994092368519,0.9637730200985384,1
0,1,1,1,1,12,0,24,167.0188449881344,12.0,2,1.7530408092695575,1.893308297856498,0
0,1,0,0,1,12,0,25,232.56524830814988,12.0,3,1.4573645698081157,1.762466663940884,0
1,1,0,0,1,6,1,37,205.6317507422044,5.0,2,1.4006895160194557,1.614663052319146,0
1,1,1,0,1,12,0,26,209.68439322462447,9.0,3,1.86206284754405,1.890520848451926,0
1,1,1,0,1,6,0,31,104.60419790404032,4.0,1,3.008667578102642,3.0157975444028766,0
0,0,0,0,1,1,1,30,204.7574636532971,1.0,4,1.4245164858782708,1.4749560330325313,0
1,1,1,1,1,1,0,36,210.0790247156144,1.0,3,2.273008962805448,2.2658096950035285,0
0,1,0,0,1,1,0,30,131.66258939549428,1.0,6,1.6059767062098045,1.6581963643748856,0
1,1,1,0,1,6,0,30,12.931778787543804,6.0,3,2.03067067688642,2.026324019538505,0
0,1,0,0,1,1,1,28,89.2262372962052,1.0,1,1.5298989110293597,1.5006421407835466,0
0,0,0,0,1,6,1,30,159.7082480456553,6.0,5,2.7898975786191764,2.4168750468773523,1
1,1,1,0,1,1,0,30,40.380215750229546,1.0,0,1.1413972735101037,0.1548149786961432,1
0,1,1,1,1,1,0,23,154.15235908972318,1.0,0,1.0940444405060197,0.0,1
0,1,0,0,1,1,0,31,109.26289429297924,1.0,0,2.5792348461086108,2.5899981630867663,0
0,0,1,1,1,6,0,29,219.76091800688545,6.0,1,1.85813138731892,1.953873440084708,0
0,1,0,0,1,1,1,28,106.45553374546051,1.0,0,1.4127876349786803,0.5363761689640519,1
1,1,0,1,1,6,1,32,169.9852483119726,6.0,1,3.504664552284362,3.686428116450616,0
1,1,1,0,1,1,0,26,25.958454698284,1.0,1,2.316723597976981,1.7425936400599973,1
1,1,0,0,1,1,0,37,247.9638293813684,1.0,3,0.2757694094442691,0.1085474130874055,0
1,1,1,0,1,6,0,33,264.0094278422361,6.0,7,1.424129645247488,1.3607336372180487,0
1,1,0,0,1,1,0,26,132.66190458720527,1.0,1,2.5838294744140065,1.8790555784911225,1
0,0,0,0,1,6,0,28,74.24523086047273,5.0,0,1.1371140169236709,1.5076633330329905,1
1,1,1,0,0,12,1,28,188.4038652705076,11.0,1,2.1932326135481857,1.3809423726367671,1
1,1,0,0,1,1,0,29,87.13120561136442,1.0,0,0.0,0.0,1
1,0,1,0,1,12,1,30,67.95028384439402,11.0,4,2.752367570418788,2.7779435496724143,0
1,1,1,1,1,12,0,28,281.6881936454972,12.0,1,0.634576287238487,0.5293061697812009,0
1,1,0,1,1,6,0,27,89.59568360998544,6.0,9,3.8082568858202657,3.965069996243072,0
0,1,1,0,1,1,1,28,57.8439430805731,1.0,2,0.6283855144940107,0.6085254921843267,0
0,1,1,0,1,1,0,24,100.72832397271372,1.0,7,0.372101281088709,0.4377703148535868,0
0,0,1,0,1,12,1,32,281.190434108026,12.0,3,2.79698825221234,2.864824477340234,0
0,0,0,0,1,1,1,26,159.68200907652113,1.0,6,1.052411655229352,1.2549389164318046,0
0,0,1,0,1,1,1,29,33.06134638921007,1.0,9,1.1874392332039698,1.2212253937478723,0
0,1,0,0,1,1,1,22,64.20313115994179,1.0,0,1.3477081277794043,0.0554023718046605,1
0,0,1,0,1,12,0,27,274.07073587217343,11.0,3,3.2758686027839805,3.325798292954576,0
1,1,0,0,1,12,0,31,93.45677599140572,6.0,8,2.683689881313718,2.552564157297582,0
1,1,1,1,1,12,0,29,223.87910772488615,11.0,5,2.726861828208775,2.781323154412995,0
1,1,0,0,0,1,0,28,101.82871690698676,1.0,0,1.8003277510690745,1.8712736997529693,1
0,1,1,0,0,12,1,29,271.30395924962664,11.0,1,1.0554933564818727,0.96800983262611,0
1,1,0,0,1,1,0,33,65.66626221197033,1.0,7,1.2716354221123145,1.2334386457493869,0
0,1,1,0,1,12,1,27,186.7879654181632,11.0,4,2.280254714215564,2.2940904710260983,0
1,1,0,1,1,6,1,27,24.91618310265821,6.0,8,2.917957570613896,3.0186452459556885,0
1,1,1,1,1,12,1,29,73.91754594762952,11.0,14,1.1413270096198054,1.1584545301683429,0
1,1,0,1,1,12,1,29,149.51840020494063,8.0,6,2.9694612881720084,3.1500103598951417,0
0,0,1,0,1,6,0,30,208.80618511574767,6.0,3,3.0416046203876617,3.110076817789317,0
0,1,1,0,0,1,0,23,20.958724942870475,1.0,5,0.4945080889695563,0.2215673652124829,1
0,1,1,0,1,12,0,29,141.80584523448138,12.0,3,3.233590545308424,3.282858742163371,0
1,1,1,1,1,12,1,29,335.53914942457385,12.0,12,2.61374505935837,2.5116030830368685,0
0,0,0,0,1,1,0,28,175.04698448715305,1.0,1,1.1405365459295649,0.6473694503122198,1
1,1,0,0,1,1,0,27,60.63624323322423,1.0,0,0.7551270745890979,0.0,1
1,0,0,0,1,1,1,27,124.99985427954188,1.0,0,0.8090367016539627,0.2232532007753008,1
1,1,1,0,1,12,0,28,3.97779462752672,11.0,2,1.528125712194075,1.4345869795693136,0
0,1,1,1,0,6,1,29,138.0179644638296,6.0,2,0.0,0.0,0
0,1,0,0,1,1,0,26,301.7198067817875,1.0,6,1.7308035507351094,1.6649309746720111,0
1,1,0,0,1,1,1,28,86.51448971003259,1.0,0,1.141406698593133,0.464967991702603,1
1,1,0,0,1,1,0,29,174.0560021915527,1.0,0,1.3566860602151547,0.934886460550286,1
1,1,1,0,0,1,1,27,87.369072783395,1.0,1,1.6051571893837882,0.5450593795457459,1
1,1,1,0,1,12,1,34,244.8518468221684,9.0,4,1.2189445529569505,1.2494314685648569,0
0,1,1,1,1,6,1,27,70.13059664985929,6.0,1,0.0,0.0660738776186351,0
1,1,1,0,1,1,1,33,22.63539513639585,1.0,1,1.8193467220878887,1.8038138895384048,0
1,1,1,1,1,12,0,28,243.8207002866404,12.0,4,0.9152334018950924,0.8502862985811935,0
1,0,1,0,1,1,0,36,304.3332705945562,1.0,2,3.738860021260305,3.776367611297121,0
1,1,1,0,1,1,1,23,81.20212028036187,1.0,1,0.1593155217317152,0.0,1
0,1,0,0,1,12,1,35,178.79730690797925,9.0,23,2.5240028389071982,2.5255009643838875,0
0,1,0,1,1,1,0,34,263.30273043547453,1.0,2,0.6520822563667821,0.7935765995051889,0
0,1,1,1,1,1,0,31,187.3612457644976,1.0,2,1.7163001814425822,1.7337011187204634,0
1,1,1,1,1,12,0,34,242.60631069094487,12.0,9,0.4856367570956743,0.5922316558318648,0
0,1,1,0,1,12,1,35,1.66205764062245,11.0,6,1.0414759624250007,0.9818013941826074,0
0,1,1,1,1,12,1,29,301.03601443065133,11.0,3,1.9409366225971496,1.953406109450032,0
1,0,0,0,1,6,0,30,143.36784063009162,6.0,0,2.8561486273258803,1.4452977498546418,1
1,1,0,0,1,1,1,26,373.6256187921264,1.0,4,2.401238269849137,2.3165104607655227,0
1,1,1,1,1,12,1,37,331.6593794802281,12.0,2,2.2627428060462025,2.2029696502324883,0
0,0,0,0,1,1,1,32,8.116398782689338,1.0,1,1.1966744829090747,1.315196859643638,0
0,1,1,0,1,12,0,30,127.55576124644222,11.0,3,0.436682265088302,0.5592727353839669,0
1,0,1,0,1,1,0,32,88.58310610323385,1.0,3,0.9864569853132372,0.8737505518480998,0
1,1,0,0,1,1,0,25,72.2544252646657,1.0,0,1.9578577729249127,1.238477421945946,1
0,1,1,1,1,6,0,32,247.0792367058776,6.0,8,2.136044877443442,2.118594717010017,0
1,1,0,0,1,1,0,29,55.894549939531686,1.0,1,1.6051781324425043,0.6653339121933829,1
0,1,1,1,1,12,0,30,109.0796443434009,12.0,2,3.217037830156635,3.2726783961457384,0
0,1,0,0,1,6,1,33,93.52435609491522,6.0,4,1.5058453203622957,1.5489735296352145,0
0,1,0,0,1,1,1,34,244.28410645788347,1.0,2,3.0881050034251807,3.0230964188130733,0
1,1,0,0,1,1,1,27,133.4049762315199,1.0,1,2.7240688133329467,2.786146312528704,0
0,1,1,0,1,1,0,33,161.66118116055085,1.0,4,2.7128073349072768,2.4797979468321896,1
0,1,1,1,1,1,0,32,272.63696380286115,1.0,0,1.3741279720387147,1.202066155844694,1
1,0,1,0,1,1,0,32,32.502052197854525,1.0,0,1.3298825858689758,1.4358567909228546,1
0,1,1,1,1,12,1,30,377.0938276782949,6.0,5,0.2216884297624735,0.3627424457141967,0
0,1,1,0,1,12,0,28,217.9396397579041,12.0,3,0.6981219041984472,0.8044645742784738,0
1,1,1,1,1,6,1,30,9.79178191412946,6.0,2,2.8443607047453576,2.96915673421588,0
1,1,0,0,1,6,1,28,156.90784222392753,5.0,2,4.8447712169425206,4.925904912837572,0
1,1,1,1,1,12,1,27,41.251090505436,8.0,6,3.5677548089991915,3.4396949328317987,0
0,1,0,0,1,1,0,32,91.41121349054517,1.0,2,2.5358429209538818,2.634988825925287,0
0,1,0,1,1,6,0,31,91.2169229758522,5.0,12,1.6737452130554389,1.6619478167581454,0
1,0,0,0,1,12,0,30,98.93377584614878,11.0,4,0.2022164269046158,0.3362446187629551,0
0,1,0,0,1,12,1,29,363.8613944195943,12.0,5,3.363988476096073,3.5258272761480867,0
0,1,0,0,1,1,0,30,320.4764546324312,1.0,5,1.7021857848817514,1.6570738758153565,0
1,1,0,0,1,6,0,25,37.17063738760106,4.0,0,1.9055921734371395,1.6086350613048033,1
0,0,0,0,1,1,0,23,103.93075384201325,1.0,1,1.189314707821702,0.887563135008222,1
0,1,0,0,0,1,1,26,143.57029669280752,1.0,0,1.5065101032772192,0.0846105945482915,1
1,0,1,0,1,12,0,33,31.77114703343993,8.0,10,1.831577300867406,1.9245087682501727,0
0,0,1,0,1,1,0,21,61.50333009724754,1.0,1,0.6965846309485663,0.0,1
0,1,0,0,1,1,1,30,169.01137084506274,1.0,9,2.537157021157041,2.4518853375074303,0
1,1,0,1,1,1,0,25,138.30218386311884,1.0,2,0.4830235975261621,0.3960279942642548,0
1,1,1,0,1,12,0,26,63.17050998979961,12.0,3,3.20900959682724,3.3484446249561115,0
0,1,1,1,1,12,1,29,13.328842846511977,9.0,2,2.1869400766269407,2.3513171469513283,0
0,1,1,1,1,12,0,24,204.61294994263653,12.0,2,2.1043314996815106,2.1136347374226627,0
0,1,0,0,1,12,0,32,131.11467305265785,12.0,3,1.0958384007009785,1.02450473310303,0
1,1,1,0,1,1,0,27,114.50303274663484,1.0,8,1.18848671654958,1.0708770100677,0
1,1,0,0,1,1,1,31,281.63434495095805,1.0,0,2.2842606265754624,2.1845274785319906,1
1,1,0,0,1,1,1,25,41.60776777399487,1.0,1,2.893103844802173,2.81360202088143,0
1,1,0,0,1,1,0,23,215.9300032029624,1.0,4,1.2839452903999964,0.5998890823237302,1
1,1,1,0,1,1,1,32,207.1662091098285,1.0,3,2.9548077365200607,2.9696108724575923,0
0,1,1,1,1,12,0,29,357.0122473307043,12.0,1,0.5600127486203852,0.6797587772385846,0
0,1,1,1,1,1,1,31,176.58953059304963,1.0,4,1.4181843810054595,1.3634704173950232,0
0,1,1,1,1,6,0,30,63.71971092561957,5.0,3,0.0362620972576015,0.0,0
0,1,0,0,1,1,0,27,93.00636502945773,1.0,1,1.7778510946045814,2.3472468835139475,1
0,1,0,0,1,1,0,30,311.91508755962815,1.0,3,1.5766648388508335,1.6266433381767924,0
0,1,0,0,0,1,0,29,54.507029938959725,1.0,3,1.832083153271096,1.2365771732635835,1
0,1,1,1,1,12,0,31,259.26030778907244,11.0,1,0.849582346699125,0.8764143069610283,0
1,1,0,0,1,1,0,26,48.856369880486966,1.0,1,0.4058209846874219,0.0,1
1,1,1,1,0,1,0,32,161.47406989868878,1.0,0,1.7009807840654572,1.3408570516149736,1
0,1,1,1,1,6,0,31,54.86981361656167,6.0,5,1.9660738069975296,1.9967549593235687,0
1,1,0,0,0,12,1,27,91.841060010592,12.0,1,2.162513055701025,2.1770300314335964,0
1,1,0,0,1,1,0,28,218.9793210101596,1.0,1,1.3981459291021971,0.6555554825077692,1
0,1,1,0,1,1,0,28,112.04563860638063,1.0,2,0.5074111340310995,0.482976300587539,1
1,1,0,0,1,6,0,25,101.70260431483764,5.0,0,0.6698056577616651,0.363487178436626,1
0,1,0,0,1,6,1,30,184.7230306346789,6.0,8,2.532587238742805,2.6248640801791296,0
1,1,1,1,1,6,0,24,20.977590030783123,6.0,5,1.6974206190558183,1.6652490216914462,0
0,1,0,0,1,12,0,27,79.84522427742365,12.0,0,1.0079479250833887,1.0337781056411504,1
1,1,0,0,1,1,0,26,134.6994102859598,1.0,2,1.0107677611735313,1.5055284156238005,1
1,1,1,0,1,1,0,31,204.588644463828,1.0,2,1.565315070564777,1.5049967152972832,0
0,0,0,0,1,12,1,24,274.5614991855627,7.0,15,1.2096509635358197,1.2405015030551765,0
1,1,1,0,1,6,1,34,275.425982501504,6.0,1,1.916781950771849,1.9462852965463096,0
1,1,0,1,0,12,1,24,129.83334478773315,12.0,4,0.7250231017347564,0.7962141003758217,0
0,1,1,1,0,1,0,31,127.80173239259555,1.0,3,2.6329024959610856,2.7054218572901823,0
0,1,0,1,1,1,0,24,149.50789165573804,1.0,1,0.4294325860216429,0.0,1
